,folder,File Name,Original Language,Translated Language,Translated Transcription,Original Transcription
 0:03:50:  Вот.
 0:03:53:  Твой тормозник, а.
 0:03:58:  Понял, понял.
 0:04:00:  Я вот.
 0:04:03:  Я в инструменте.
 0:04:04:  Примем.
 0:04:07:  Винтер, я Байкал.
 0:04:08:  Винтер, я Байкал.
 0:04:09:  Винтер, я Байкал.
 0:04:10:  Пациент ПТР.
 0:04:13:  Пациент ПТР разход 34.
 0:04:15:  Я Байкал.
 0:04:16:  Я.
 0:04:19:  Винтер, я Байкал.
 0:04:24:  Пациент ПТР, я Байкал.
 0:04:25:  Пациент ПТР, я Байкал.
 0:04:26:  Паки.
 0:04:32:  Согоди.
 0:04:33:  Да, сломался.
 0:04:35:  Что?
 0:04:36:  Передай, что merely характерно.
 0:04:38:  Проще.
 0:04:39:  Проще.
"
385,3860,3860_2022-03-13_9.08PM_UTC.wav,RU,EN-US,"0:00:00 Constuction Baikal on reception.
","0:00:00:  Констукция Байкал на приеме.
"
386,3860,3860_2022-03-13_9.15PM_UTC.wav,RU,EN-US,"0:00:00 Gontu, I'm Baikal, I can barely understand your speech at all.
0:00:06 Gontu, I am Baikal, I am full to the brim.
0:00:12 Gontu, I Baikal, gave the dan.
0:00:17 Two shells of fugitive fire, Baikal yes.
0:00:22 Gontu, I Baikal, for the purpose of contrasting where I took it from.
","0:00:00:  Гонту, я Байкал, я еле вообще могу разобрать вашу речь.
 0:00:06:  Гонту, я Байкал, по цели заполнен.
 0:00:12:  Гонту, я Байкал, отдал дан.
 0:00:17:  Два снаряда беглым огонь, Байкал да.
 0:00:22:  Гонту, я Байкал, по цели отличие откуда взял.
"
387,3860,3860_2022-03-13_9.25PM_UTC..wav,RU,EN-US,"0:00:00 Paradise Train 150
0:00:05 Paradise Train 150, let me
0:00:08 That's it, the train is lit, we don't have to take the vertebrae off, do we?
0:00:12 I'm going to put a bike in the back of my neck
0:00:14 Dal
0:00:15 I'm going to put a bike in the back of my neck
0:00:17 I'm in the bosom of a bike, I'm done with the trip
0:00:21 Launchers
0:00:24 I'm going to put a bike in the back of my neck
0:00:26 I'm going to put a bike in the back of my neck
0:00:29 Repeat
0:00:31 85, as much as 70
","0:00:00:  Райский поезд 150
 0:00:05:  Райский поезд 150, позвольте
 0:00:08:  Все, поезд засветили, не ведь надо снять позвонки
 0:00:12:  В лонзу я байкал
 0:00:14:  Дал
 0:00:15:  В лонзу я байкал
 0:00:17:  В лонзу я байкал, перепут закончил
 0:00:21:  Запутчики
 0:00:24:  В лонзу я байкал
 0:00:26:  В лонзу я байкал
 0:00:29:  Повторите
 0:00:31:  85, аж 70
"
388,3860,3860_2022-03-13_9.45PM_UTC.wav,RU,EN-US,"0:00:00 Baikal at the reception
0:00:05 Consul, I am Baikal
0:00:09 Consul, I am Baikal
0:00:13 Baikal has partially accepted
0:00:17 Repeat
0:00:19 I assumed we spent the night
0:00:24 All who should not have been pierced
0:00:27 Baikal, yeah, took
0:00:31 We had four people sleep over who shouldn't have slept over.
0:00:37 Now I'm figuring out who it is by spelling
","0:00:00:  Байкал на приеме
 0:00:05:  Консул, я Байкал
 0:00:09:  Консул, я Байкал
 0:00:13:  Байкал принял частично
 0:00:17:  Повторите
 0:00:19:  Я принял, что заночевали там
 0:00:24:  Все, кто не должны были прончевать
 0:00:27:  Байкал, да, принял
 0:00:31:  У нас заночевали четверо, которые не должны были заночевать
 0:00:37:  Сейчас я выясняю, кто это по буквам
"
389,3860,3860_2022-03-13_9.53PM_UTC.wav,RU,EN-US,"0:00:00 Here, I caught it.
0:00:03 Our place. Yes, we'd spend the night.
0:00:05 Four, four must spend the night.
0:00:08 Kernia. Okay.
0:00:12 By the way, it's not clear that we were.
0:00:17 There, I got it. I can hardly hear you.
0:00:20 Very much so that we.
0:00:22 And that's why I want to do it again.
0:00:24 First. R. Ending E.
0:00:27 Second. R. Ending O.
0:00:30 Third. S. Ending O.
0:00:33 Piatenka. K. Ending O.
0:00:37 First. R. Ending E.
0:00:41 Damsen. 6.30.
","0:00:00:  Вот, у меня поймал.
 0:00:03:  У нас. Да ночевали бы.
 0:00:05:  Четверо, четверо должны ночевать.
 0:00:08:  Керния. О-ка.
 0:00:12:  Кстати, непонятно, что мы были.
 0:00:17:  Вот, я поймал. Я еле вас слышу.
 0:00:20:  Очень сильно, что мы.
 0:00:22:  И поэтому я хочу повторить.
 0:00:24:  Первый. Р. Окончание И.
 0:00:27:  Второй. Р. Окончание О.
 0:00:30:  Третий. С. Окончание О.
 0:00:33:  Пятенка. К. Окончание О.
 0:00:37:  Первый. Р. Окончание И.
 0:00:41:  Дамсен. 6.30.
"
390,3860,Ignore this file.wav,RU,EN-US,"0:00:00 Constuction Baikal on reception.
","0:00:00:  Констукция Байкал на приеме.
"
391,3860,websdr_recording_2022-03-03T21 46 48Z_3860.0kHz.wav,RU,EN-US,"0:00:00 I don't understand, say it again!
0:00:08 19200 at full
0:00:10 19
0:00:16 I don't get it, I don't get it!
0:00:22 I realized
0:00:24 19200 at full
0:00:26 19200
0:00:28 19
0:00:38 One shell fragmented
0:00:40 Yes
0:00:58 I'm out!
0:01:00 Hey!
0:01:04 Shattered
0:01:08 I don't understand, say it again!
0:01:10 Number one's been broken.
0:01:12 One is shattered.
0:01:14 I'm out!
0:01:24 Hey!
0:01:26 Maximum range
0:01:28 Counted
0:01:30 The teaching power of projectiles
0:01:32 15, 16, 15
0:01:34 Iskor
0:01:38 I get it, I don't get it!
0:01:56 To be continued...
0:02:26 To be continued...
0:02:56 To be continued...
0:03:26 To be continued...
0:03:56 To be continued...
0:04:26 To be continued...
0:04:56 To be continued...
0:05:26 To be continued...
0:05:56 To be continued...
0:06:26 To be continued...
0:06:56 Approach full at 120 kt
0:07:02 Approach full at 120 kt
0:07:06 29,198
0:07:10 29,198
0:07:12 29,198
0:07:14 29,198
0:07:16 Approach full at 12 kt
0:07:18 At the angle of reception
0:07:20 At the angle of reception
0:07:28 Freeze!
0:07:38 Approach in apple reception
0:07:44 Freeze!
0:07:50 Freeze!
0:07:58 Alone!
0:08:00 One!
0:08:02 One!
0:08:08 Rise!
0:08:20 Rise!
0:08:26 To be continued...
0:08:50 To be continued...
0:09:20 To be continued...
0:09:50 To be continued...
0:10:20 To be continued...
0:10:38 Top copy, hello!
0:10:44 Copy, hi!
0:10:46 Copy, hi!
0:10:50 Someone, someone...
0:10:52...charges a shard of one...
0:10:56...like this...
0:11:16 To be continued...
0:11:46 To be continued...
0:12:16 To be continued...
0:12:46 To be continued...
0:13:16 To be continued...
0:13:46 To be continued...
0:14:16 To be continued...
0:14:26...like this...
0:14:32...like this...
0:14:36...like this...
0:14:40...like this...
0:14:46 To be continued...
0:15:16 To be continued...
0:15:46 To be continued...
0:16:16 To be continued...
0:16:46 To be continued...
0:17:16 To be continued...
0:17:46 To be continued...
0:17:50 To be continued...
0:18:00 To be continued...
0:18:16 To be continued...
0:18:40 There, there, I'm the corps.
0:18:46 The main target is one shell per engagement.
0:18:53 The main one shell per battle.
0:19:16 To be continued...
0:19:46 To be continued...
0:20:16 To be continued...
0:20:24 Shard I took, shot!
0:20:35 Shot in the face, shot in the mouth.
0:20:47 A shot in the eye.
0:20:55 A shot in the eye.
0:21:01 Combat.
0:21:04 Combat.
0:21:16 To be continued...
0:21:46 To be continued...
0:22:16 To be continued...
0:22:46 To be continued...
0:23:16 To be continued...
0:23:46 To be continued...
0:24:16 To be continued...
0:24:23 To be continued...
0:24:28 Shard I took, shot!
0:24:38 Shard I took, shot!
0:24:42 Shard I took, shot!
0:25:01 Shard I took, shot!
0:25:04 The splinter I took at the reception!
0:25:10 On the move I try!
0:25:12 Trying!
0:25:13 Shells fire!
0:25:19 Shells fire!
0:25:21 On target, aces!
0:25:23 Thumbs up!
0:25:28 The shard I took, yes!
0:26:05 The shard I took, yes!
0:26:17 The car died, yes!
0:26:21 The car died, yes!
0:26:29 The car died, yes!
0:26:31 The car died, yes!
0:26:34 The car died, yes!
0:26:45 The car died, yes!
0:26:48 To be continued...
0:27:18 To be continued...
0:27:48 To be continued...
","0:00:00:  Не понял, повтори!
 0:00:08:  19200 на полном
 0:00:10:  19
 0:00:16:  Я не понял, не понял!
 0:00:22:  Я понял
 0:00:24:  19200 на полном
 0:00:26:  19200
 0:00:28:  19
 0:00:38:  Один снаряд осколочен
 0:00:40:  Да
 0:00:58:  Я вон!
 0:01:00:  Привет!
 0:01:04:  Осколочен
 0:01:08:  Не понял, повтори!
 0:01:10:  Осколочен номер один
 0:01:12:  Один осколочен
 0:01:14:  Я вон!
 0:01:24:  Привет!
 0:01:26:  Максимальная дальность
 0:01:28:  Отсчитанное
 0:01:30:  Учительность снарядов
 0:01:32:  15, 16, 15
 0:01:34:  Искорь
 0:01:38:  Я понял, не понял!
 0:01:56:  Продолжение следует...
 0:02:26:  Продолжение следует...
 0:02:56:  Продолжение следует...
 0:03:26:  Продолжение следует...
 0:03:56:  Продолжение следует...
 0:04:26:  Продолжение следует...
 0:04:56:  Продолжение следует...
 0:05:26:  Продолжение следует...
 0:05:56:  Продолжение следует...
 0:06:26:  Продолжение следует...
 0:06:56:  Подход в полное на 120 кт
 0:07:02:  Подход в полное на 120 кт
 0:07:06:  29,198
 0:07:10:  29,198
 0:07:12:  29,198
 0:07:14:  29,198
 0:07:16:  Подход в полное на 12 кт
 0:07:18:  На угол приема
 0:07:20:  На угол приема
 0:07:28:  Стоять!
 0:07:38:  Подход в яблок прием
 0:07:44:  Стоять!
 0:07:50:  Стоять!
 0:07:58:  Одни!
 0:08:00:  Один!
 0:08:02:  Один!
 0:08:08:  Подъем!
 0:08:20:  Подъем!
 0:08:26:  Продолжение следует...
 0:08:50:  Продолжение следует...
 0:09:20:  Продолжение следует...
 0:09:50:  Продолжение следует...
 0:10:20:  Продолжение следует...
 0:10:38:  Верхняя копия, привет!
 0:10:44:  Копия, привет!
 0:10:46:  Копия, привет!
 0:10:50:  Кого-то, кого-то...
 0:10:52: ...заряжает осколок один...
 0:10:56: ...вот так...
 0:11:16:  Продолжение следует...
 0:11:46:  Продолжение следует...
 0:12:16:  Продолжение следует...
 0:12:46:  Продолжение следует...
 0:13:16:  Продолжение следует...
 0:13:46:  Продолжение следует...
 0:14:16:  Продолжение следует...
 0:14:26: ...вот так...
 0:14:32: ...вот так...
 0:14:36: ...вот так...
 0:14:40: ...вот так...
 0:14:46:  Продолжение следует...
 0:15:16:  Продолжение следует...
 0:15:46:  Продолжение следует...
 0:16:16:  Продолжение следует...
 0:16:46:  Продолжение следует...
 0:17:16:  Продолжение следует...
 0:17:46:  Продолжение следует...
 0:17:50:  Продолжение следует...
 0:18:00:  Продолжение следует...
 0:18:16:  Продолжение следует...
 0:18:40:  Вот, вот, я корпус.
 0:18:46:  Основному по цели один снаряд на бой.
 0:18:53:  Основному один снаряд на бой.
 0:19:16:  Продолжение следует...
 0:19:46:  Продолжение следует...
 0:20:16:  Продолжение следует...
 0:20:24:  Осколковый я взял, выстрел!
 0:20:35:  Выстрел в лицо, выстрел в рот.
 0:20:47:  Выстрел в глаза.
 0:20:55:  Выстрел в глаза.
 0:21:01:  Боевик.
 0:21:04:  Боевик.
 0:21:16:  Продолжение следует...
 0:21:46:  Продолжение следует...
 0:22:16:  Продолжение следует...
 0:22:46:  Продолжение следует...
 0:23:16:  Продолжение следует...
 0:23:46:  Продолжение следует...
 0:24:16:  Продолжение следует...
 0:24:23:  Продолжение следует...
 0:24:28:  Осколковый я взял, выстрел!
 0:24:38:  Осколковый я взял, выстрел!
 0:24:42:  Осколковый я взял, выстрел!
 0:25:01:  Осколковый я взял, выстрел!
 0:25:04:  Осколковый я взял на приеме!
 0:25:10:  На движении пытаюсь!
 0:25:12:  Пытаюсь!
 0:25:13:  Снаряды огонь!
 0:25:19:  Снаряды огонь!
 0:25:21:  По цели, айс!
 0:25:23:  Пальцы подкручиваем!
 0:25:28:  Осколковый я взял, да!
 0:26:05:  Осколковый я взял, да!
 0:26:17:  Машина померла, да!
 0:26:21:  Машина померла, да!
 0:26:29:  Машина померла, да!
 0:26:31:  Машина померла, да!
 0:26:34:  Машина померла, да!
 0:26:45:  Машина померла, да!
 0:26:48:  Продолжение следует...
 0:27:18:  Продолжение следует...
 0:27:48:  Продолжение следует...
"
392,3860,websdr_recording_2022-03-03T21_50_30Z_3860.0kHz1.wav,RU,EN-US,"0:01:00 Ukraine
","0:01:00:  Украина referral
"
393,3860,websdr_recording_2022-03-03T22 09 40Z_3860.0kHz.wav,RU,EN-US,"0:00:00 Subtitle Editor A. Semkin Corrector A. Egorova
0:00:30 Editor A. Kulakova
0:01:00 Subtitle Editor N. Alexandrova
0:01:30 KAMAZ-Master team
0:02:00 KAMAZ-Master team
0:02:30 Reversing chamber
0:02:35 Rolling
0:02:40 Rolling
0:02:45 Rolling
0:02:50 Rolling
0:03:25 To be continued
0:03:55 To be continued
0:04:25 To be continued
0:04:55 To be continued
0:05:25 To be continued
0:05:55 To be continued
0:06:25 To be continued
0:06:55 To be continued
0:07:25 To be continued
0:07:55 To be continued
0:08:25 To be continued
0:08:55 To be continued
0:09:25 To be continued
0:09:55 To be continued
0:10:25 To be continued
0:10:55 To be continued
0:11:25 To be continued
0:11:55 To be continued
0:12:25 To be continued
0:12:55 To be continued
0:13:25 To be continued
0:13:55 To be continued
0:14:25 To be continued
0:14:55 To be continued
0:15:25 To be continued
0:15:55 To be continued
0:16:25 To be continued
0:16:55 To be continued
0:17:25 To be continued
0:17:55 To be continued
0:18:25 To be continued
0:18:42 To be continued
0:18:55 To be continued
0:19:25 To be continued
0:19:46 To be continued
0:19:56 To be continued
0:20:08 To be continued
0:20:14 To be continued
0:20:18 To be continued
0:20:29 To be continued
0:20:42 To be continued
0:20:47 To be continued
0:21:17 To be continued
0:21:47 To be continued
0:22:17 To be continued
","0:00:00:  Редактор субтитров А.Семкин Корректор А.Егорова
 0:00:30:  Корректор А.Кулакова
 0:01:00:  Редактор субтитров Н.Александрова
 0:01:30:  Команда «КАМАЗ-мастер»
 0:02:00:  Команда «КАМАЗ-мастер»
 0:02:30:  Камера реверсов
 0:02:35:  Перекат
 0:02:40:  Перекат
 0:02:45:  Перекат
 0:02:50:  Перекат
 0:03:25:  Продолжение следует
 0:03:55:  Продолжение следует
 0:04:25:  Продолжение следует
 0:04:55:  Продолжение следует
 0:05:25:  Продолжение следует
 0:05:55:  Продолжение следует
 0:06:25:  Продолжение следует
 0:06:55:  Продолжение следует
 0:07:25:  Продолжение следует
 0:07:55:  Продолжение следует
 0:08:25:  Продолжение следует
 0:08:55:  Продолжение следует
 0:09:25:  Продолжение следует
 0:09:55:  Продолжение следует
 0:10:25:  Продолжение следует
 0:10:55:  Продолжение следует
 0:11:25:  Продолжение следует
 0:11:55:  Продолжение следует
 0:12:25:  Продолжение следует
 0:12:55:  Продолжение следует
 0:13:25:  Продолжение следует
 0:13:55:  Продолжение следует
 0:14:25:  Продолжение следует
 0:14:55:  Продолжение следует
 0:15:25:  Продолжение следует
 0:15:55:  Продолжение следует
 0:16:25:  Продолжение следует
 0:16:55:  Продолжение следует
 0:17:25:  Продолжение следует
 0:17:55:  Продолжение следует
 0:18:25:  Продолжение следует
 0:18:42:  Продолжение следует
 0:18:55:  Продолжение следует
 0:19:25:  Продолжение следует
 0:19:46:  Продолжение следует
 0:19:56:  Продолжение следует
 0:20:08:  Продолжение следует
 0:20:14:  Продолжение следует
 0:20:18:  Продолжение следует
 0:20:29:  Продолжение следует
 0:20:42:  Продолжение следует
 0:20:47:  Продолжение следует
 0:21:17:  Продолжение следует
 0:21:47:  Продолжение следует
 0:22:17:  Продолжение следует
"
394,3860,websdr_recording_2022-03-03T22_40_46Z_3860.0kHz.wav,RU,EN-US,"0:00:00 WFP 131.
0:00:03 WFP 131.
0:00:06 WFP 131.
0:00:09 WFP 131.
0:00:12 IGRIC 37940.
0:00:15 Height 105.
0:00:18 I passed on the reception.
0:00:21 WFP 131.
0:00:24 WFP 131.
0:00:27 В mind.
0:00:29 Touch.
0:00:32 Information.
0:00:35 WFP 36.
0:00:38 Information.
0:00:41 WFP 36.
0:00:44 Brakes 0.
0:00:47 WFP 36.
0:00:50 Information.
0:00:53 WFP 36.
0:00:56 Information.
0:00:59 72, left.
0:01:02 Battery 0.
0:01:05 WFP 36.
0:01:08 Information.
0:01:11 WFP 36.
0:01:14 Information.
0:01:17 WFP 36.
0:01:20 Information.
0:01:24 own. lazy jet squawk
0:01:27 LK Ku� Zheng
0:01:31 Fly!
0:01:34 Scum!
0:01:37 He's here!
0:01:40 And the goal was not to
0:01:43 And without a connection
0:01:46 Revershir
0:01:49 Height 100m
0:01:52 Height 100m
0:01:55 Height 100m
0:01:58 YACUSL YES
0:02:02 WFP 134
0:02:06 WFP 152
0:02:10 WFP 132
0:02:13 WFP 152
0:02:16 Height 195
0:02:19 JACUSL reception
","0:00:00:  ВПП 131.
 0:00:03:  ВПП 131.
 0:00:06:  ВПП 131.
 0:00:09:  ВПП 131.
 0:00:12:  ИГРИК 37940.
 0:00:15:  Высота 105.
 0:00:18:  Я пассал прием.
 0:00:21:  ВПП 131.
 0:00:24:  ВПП 131.
 0:00:27:  В mind.
 0:00:29:  Касание.
 0:00:32:  Информация.
 0:00:35:  ВПП 36.
 0:00:38:  Информация.
 0:00:41:  ВПП 36.
 0:00:44:  Тормоза 0.
 0:00:47:  ВПП 36.
 0:00:50:  Информация.
 0:00:53:  ВПП 36.
 0:00:56:  Информация.
 0:00:59:  72, левее.
 0:01:02:  Аккумулятор 0.
 0:01:05:  ВПП 36.
 0:01:08:  Информация.
 0:01:11:  ВПП 36.
 0:01:14:  Информация.
 0:01:17:  ВПП 36.
 0:01:20:  Информация.
 0:01:24:  own. lazy jet squawk
 0:01:27:  ЛК Ку� Zheng
 0:01:31:  Прилети!
 0:01:34:  Мразь!
 0:01:37:  Прилетел!
 0:01:40:  И цель не seasoned
 0:01:43:  И без связи
 0:01:46:  Реверship
 0:01:49:  Высота 100м
 0:01:52:  Высота 100м
 0:01:55:  Высота 100м
 0:01:58:  ЯКУСЛ ДА
 0:02:02:  ВПП 134
 0:02:06:  ВПП 152
 0:02:10:  ВПП 132
 0:02:13:  ВПП 152
 0:02:16:  Высота 195
 0:02:19:  ЯКУСЛ прием
"
395,3860,websdr_recording_2022-03-03T22_44_08Z_3859.0kHz.wav,RU,EN-US,"0:00:00 Lipetskward 95, Roskovskaya 70.
0:00:12 А flare completely out.
0:00:14上升tone of belief
0:00:17 10 600
0:00:19 indefinite
","0:00:00:  Липецвард 95, Росковская 70.
 0:00:12:  А flare completely out.
 0:00:14: 上升тон belief
 0:00:17:  10 600
 0:00:19:  немленний
"
396,3860,websdr_recording_2022-03-03T22_47_24Z_3860.0kHz.wav,RU,EN-US,"0:00:00 Speed of the teasepack page 8
0:00:05 22.3
0:00:08 Height 180 meters
0:00:11 südem
0:00:12 admission
0:00:15 Measuring the impact
0:00:20 ТАНК feathers
0:00:22 Training
0:00:23 55
0:00:25 Мpaced
0:00:27 Y
0:00:28 27
0:00:29 A novelty from strings
0:00:30 Height of the table
0:00:32 Elbow Reception
0:00:40 A short batch.
0:00:44 SF
0:00:54 Tank Feathers
0:00:56 Mate
0:00:57 10, 26, 940
0:01:01 Elbow Reception
0:01:05 10, 25, 940
0:01:08 10, 26, 940
0:01:11 The Blood Reception
0:01:13 Elbow Reception
0:01:17 Speed 140
0:01:19 10, 26, 940
0:01:22 Height
0:01:24 8, 900
0:01:26 Height 88
0:01:28 10 wake up
0:01:28 Admission
","0:00:00:  Скорость teasepack page 8
 0:00:05:  22.3
 0:00:08:  Высота 180 метров
 0:00:11:  süдем
 0:00:12:  приём
 0:00:15:  Измеряем удар
 0:00:20:  ТАНК feathers
 0:00:22:  Training
 0:00:23:  55
 0:00:25:  Мpaced
 0:00:27:  Y
 0:00:28:  27
 0:00:29:  Новесть от strings
 0:00:30:  Высота сто
 0:00:32:  Локотный приём
 0:00:40:  Короткую порцию
 0:00:44:  SF
 0:00:54:  Танк feathers
 0:00:56:  Mate
 0:00:57:  10, 26, 940
 0:01:01:  Локотный приём
 0:01:05:  10, 25, 940
 0:01:08:  10, 26, 940
 0:01:11:  Кровотный приём
 0:01:13:  Локотный приём
 0:01:17:  Скорость 140
 0:01:19:  10, 26, 940
 0:01:22:  Высота
 0:01:24:  8, 900
 0:01:26:  Высота 88
 0:01:28:  10 wake up
 0:01:28:  Приём
"
397,3860,websdr_recording_2022-03-03T22_48_01Z_3860.0kHz.wav,RU,EN-US,"0:00:00 Runway 339, altitude 80, skill accepted.
0:00:11 I went there.
0:00:14 Runway 1, altitude 80, altitude 90, skill accepted.
0:00:20 IGR 36, height 350, height 95, I went there.
0:00:30 KVS Saint-Petersburg
","0:00:00:  ВПП 339, высота 80, навык принят.
 0:00:11:  Я пошел туда.
 0:00:14:  ВПП 1, высота 80, высота 90, навык принят.
 0:00:20:  ИГР 36, высота 350, высота 95, я пошел туда.
 0:00:30:  КВС Санкт-Петербург
"
398,3860,websdr_recording_2022-03-03T22_49_26Z_3860.0kHz.wav,RU,EN-US,"0:00:00 Set it up, I'm coming here.
0:00:09 9-143, X-81, 800 feet, Y-37, 3000, elevation 90. I'm in the dishes.
0:00:20 Reception.
","0:00:00:  Установить, я еду сюда.
 0:00:09:  9-143, Х-81, 800 футов, Y-37, 3000, высота 90. Я в посуду.
 0:00:20:  Прием.
"
399,3860,websdr_recording_2022-03-03T22_49_50Z_3860.0kHz.wav,RU,EN-US,"0:00:00 У, 34,400.
0:00:02 Height 102.
0:00:04 I'M READY. Over.
0:00:10 WFP in the field, in the zone, in the ground, on the firing line.
0:00:14 80, 57.
0:00:16 83, 5.
0:00:18 34,400.
0:00:20 34,400.
0:00:22 Height 102.
0:00:24 I VOLS. Reception.
0:00:26 I'M READY. Yeah.
0:01:00 WFP in the field, in the ground, on the firing line.
0:01:30 WFP in the field, in the ground, on the firing line.
0:02:00 WFP in the field, in the ground, on the firing line.
0:02:30 ВПП swope. depending on th your Mattress have the diesel engine.
0:02:44 GDP word. Reception.
0:02:46 Reverse is on.
0:02:56 Frequency.
0:02:58 Reverse is on.
0:03:06 Frequency 120.
0:03:08 Reverse is off.
0:03:10 Reverse is on.
0:03:12 Ready.
0:03:14 Reverse is off.
0:03:16 Height 90.
0:03:18 Reverse is on.
0:03:24 Flaps 0.
0:03:30 Reverse is off.
0:03:32 Frequency 120.
0:03:34 Reverse is off.
0:03:36 Height 120.
0:03:42 Height 180.
0:03:44 Reverse is on.
0:03:50 Reverse is off.
0:04:00 Height 150.
0:04:02 Reverse is off.
0:04:06 Frequency 120.
0:04:12 Height 120.
0:04:14 Reverse is off.
0:04:18 Height 110.
0:04:20 Reverse is off.
0:04:28 Reverse is off.
0:04:30 Height 190.
0:04:32 Reverse is off.
0:04:42 Height 127.
0:04:44 Height 180.
0:04:46 Reverse is off.
0:04:52 Height 110.
0:04:54 Reverse is off.
0:05:00 By the ladies.
0:05:11 Breakaway via Q.
0:05:18 sober flight Agenry 3318 eméj gro
0:05:24 Takeoff mode 828.
0:05:29 Game 8340.
0:05:32 Takeoff mode Y 31940.
0:05:37 Takeoff mode Y 31940.
0:05:42 ZX28 concussion.
0:05:46 Takeoff mode Y 31940.
0:05:50 Takeoff mode Y 31840.
0:05:54 Takeoff mode Y 31840.
0:05:58 ZMG.
0:06:00 ZMG.
0:06:02 ZMG.
0:06:04 ZMG.
0:06:06 ZMG.
0:06:08 ZMG.
0:06:11 Height 180.
0:06:13 I Kosovu reception.
0:06:17 Kosov ZX28.
0:06:19 Takeoff mode Y 31940.
0:06:21 Height 180.
0:06:23 ZMG.
0:06:25 ZMG.
0:06:27 Height 180.
0:06:29 ZMG.
0:06:31 I Kosovu reception.
0:06:35 Height 130.
0:06:37 ZMG.
0:06:39 Height 150.
0:06:41 ZMG.
0:06:43 Height 100.
0:06:45 I Kosovu reception.
0:06:53 Height 100.
0:06:55 I Kosovu reception.
0:07:09 Height 100.
0:07:11 I Kosovu reception.
0:07:39 Management.
0:07:41 The Luxury Side.
0:07:45 ZMG.
0:07:47 Takeoff mode Y 31840.
0:07:51 Takeoff mode Y 31840.
0:07:55 ZMG.
0:07:57 ZMG.
0:07:59 ZMG.
0:08:01 Takeoff mode Y 31840.
0:08:03 ZMG.
0:08:05 ZMG.
0:08:07 ZMG.
0:08:09 ZMG.
0:08:15 Takeoff mode Y 31840.
0:08:17 ZMG.
0:08:19 ZMG.
0:08:21 ZMG.
0:08:33 ZMG.
0:08:35 ZMG.
0:08:41 ZMG.
0:08:49 I repeat.
0:08:53 ZMG.
0:08:59 To repeat.
0:09:01 ZMG.
0:09:05 To repeat.
0:09:09 ZMG.
0:09:13 To repeat.
0:09:17 ZMG.
0:09:21 To repeat.
0:09:25 ZMG.
0:09:27 ZMG.
0:09:33 ZMG.
0:09:37 ZMG.
0:09:41 ZMG.
0:09:45 ZMG.
0:09:51 ZMG.
0:09:53 ZMG.
0:09:57 ZMG.
0:10:11 ZMG.
0:10:15 ZMG.
0:10:19 ZMG.
0:10:23 ZMG.
0:10:31 KVS.
0:10:35 We continue to take off.
0:10:41 Reads height.
0:10:43 90 40
0:10:45 Reverse is on.
0:10:47 Reverse is on.
0:11:09 KVS.
0:11:11 ZMG.
0:11:13 ZMG.
0:11:17 Reads speed.
0:11:23 80 82
0:11:25 80 25
0:11:27 80 25
0:11:29 10 0
0:11:31 10 0
0:11:33 The speed is 133.
0:11:35 reverse is on.
0:11:37 Reverse is on.
0:11:39 Reverse is on.
0:11:41 Reverse is on.
0:11:43 Reverse is off.
0:11:45 Reverse is on.
0:11:47 Reverse is off.
0:11:49 Reverse is on.
0:11:51 Reverse is on.
0:11:59 Reads speed.
0:12:09 The speed is 134.
0:12:11 Reverse is on.
0:12:13 The speed is 134.
0:12:15 Reverse is on.
0:12:17 Height 195.
0:12:19 Jacontul Reception.
0:12:27 The speed is 950.
0:12:29 Reverse is on.
0:12:31 The speed is 134.
0:12:33 Reverse is on.
0:12:35 The speed is 195.
0:12:37 Reverse is off.
0:12:39 Speed 72,200.
0:12:43 Jacontul Reception.
0:12:55 Speed 72,200.
0:13:03 Reverse is off.
0:13:05 Reverse is off.
0:13:09 The speed is 135.
0:13:11 Reverse is off.
0:13:17 Speed 770.
0:13:19 Reverse is off.
0:13:21 Height 195.
0:13:23 Jacontul Reception.
0:13:35 Speed 775.
0:13:37 Reverse is off.
0:13:39 Speed 775.
0:13:45 Reverse is off.
0:13:47 Speed 770.
0:13:49 Height 195.
0:13:51 Jacontul Reception.
0:13:57 Speed 770.
0:13:59 Height 195.
0:14:01 Jacontul Reception.
0:14:07 The speed is 760.
0:14:09 Reverse is off.
0:14:11 Reverse is off.
0:14:29 Height 195.
0:14:31 Jacontul Reception.
0:14:37 Reverse is off.
0:15:07 Speed 136.
0:15:09 Reverse is off.
0:15:15 Speed 260.
0:15:17 Reverse is off.
0:15:19 Height 150.
0:15:21 Jacontul Reception.
0:15:23 Height 136.
0:15:35 Reverse is off.
0:15:41 Speed 137.
0:15:43 Headlights on.
0:15:45 Reverse is off.
0:15:49 We continue to take off.
0:15:53 Alimmar Mode.
0:15:55 540.
0:15:57 Reverse on.
0:15:59 Reverse is off.
0:16:03 Reverse on.
0:16:13 Reducing the gas.
0:16:15 Reverse on.
0:16:17 Reverse is off.
0:16:23 Reverse on.
0:16:25 Reverse is off.
0:16:31 The height is 180m.
0:16:33 Yakosovo.
0:16:35 Note.
0:16:37 28.
0:16:39 Our cards.
0:16:41 Reverse on.
0:16:43 Reverse is off.
0:16:45 Control System.
0:16:47 Reverse on.
0:16:49 The height is 180m.
0:16:51 Yakosovo.
0:16:53 Note.
0:16:55 28.
0:16:57 Our cards.
0:16:59 Reverse is off.
0:17:01 Control System.
